"","cidade","area","comodos","banheiros","vagas","andares","animais","mobilia","condominio","aluguel","iptu","seguro","somatorio","cod","andares_new","animais_new","mobilia_new"
"3231","São Paulo",41,1,1,1,"4","not acept","furnished",380,3220,0,13,3613,3231,4,0,1
"3232","São Paulo",140,3,2,1,"0","acept","not furnished",0,3825,0,58,3883,3232,0,1,0
"3236","São Paulo",200,3,4,4,"8","acept","furnished",1800,5600,860,71,8331,3236,8,1,1
"3244","São Paulo",68,3,1,1,"7","not acept","not furnished",700,1400,0,18,2118,3244,7,0,0
"3250","São Paulo",190,4,4,2,"0","acept","not furnished",0,3500,315,53,3868,3250,0,1,0
"3263","São Paulo",300,4,5,6,"0","acept","furnished",0,15000,1805,226,17030,3263,0,1,1
"3268","São Paulo",240,3,3,2,"0","acept","not furnished",0,4000,292,61,4353,3268,0,1,0
"3274","São Paulo",71,2,1,0,"8","not acept","not furnished",764,1800,0,23,2587,3274,8,0,0
"3275","São Paulo",280,3,4,3,"4","not acept","not furnished",4200,7600,1250,97,13150,3275,4,0,0
"3290","São Paulo",340,2,4,3,"14","acept","not furnished",4900,15000,917,191,21010,3290,14,1,0
"3302","São Paulo",160,3,4,4,"0","not acept","not furnished",0,7000,534,106,7640,3302,0,0,0
"3303","São Paulo",270,5,4,4,"6","not acept","not furnished",3500,7000,1684,89,12270,3303,6,0,0
"3304","São Paulo",370,7,6,8,"0","acept","not furnished",0,10000,1875,151,12030,3304,0,1,0
"3311","São Paulo",200,2,2,2,"11","acept","furnished",2900,11000,560,140,14600,3311,11,1,1
"3318","São Paulo",176,4,2,3,"0","acept","not furnished",1225,5000,0,76,6301,3318,0,1,0
"3319","São Paulo",178,4,4,4,"16","acept","not furnished",2200,4500,688,58,7446,3319,16,1,0
"3323","São Paulo",70,4,3,0,"0","acept","not furnished",0,3500,270,53,3823,3323,0,1,0
"3326","São Paulo",73,2,1,1,"4","acept","not furnished",680,1300,21,17,2018,3326,4,1,0
"3332","São Paulo",255,4,4,4,"0","acept","not furnished",0,3400,375,52,3827,3332,0,1,0
"3340","São Paulo",105,3,2,1,"2","acept","not furnished",1937,2380,374,31,4722,3340,2,1,0
"3345","São Paulo",198,3,3,6,"0","acept","furnished",0,4200,250,64,4514,3345,0,1,1
"3353","São Paulo",130,3,2,2,"0","acept","furnished",0,3000,0,46,3046,3353,0,1,1
"3359","São Paulo",30,1,1,0,"3","not acept","not furnished",340,920,0,12,1272,3359,3,0,0
"3407","São Paulo",210,3,2,3,"0","acept","not furnished",0,4700,0,71,4771,3407,0,1,0
"3409","São Paulo",40,1,1,1,"12","acept","not furnished",651,1900,30,25,2606,3409,12,1,0
"3423","São Paulo",28,1,1,0,"0","acept","not furnished",0,1300,0,17,1317,3423,0,1,0
"3432","São Paulo",270,4,4,4,"4","acept","not furnished",3900,2900,0,37,6837,3432,4,1,0
"3436","São Paulo",157,3,3,1,"5","acept","not furnished",1325,4500,347,58,6230,3436,5,1,0
"3446","São Paulo",120,4,3,3,"16","acept","not furnished",1420,6160,390,79,8049,3446,16,1,0
"3450","São Paulo",260,5,3,0,"0","acept","not furnished",0,5500,600,83,6183,3450,0,1,0
"3467","São Paulo",96,2,1,1,"0","acept","furnished",0,3450,23,52,3525,3467,0,1,1
"3476","São Paulo",145,3,2,2,"0","acept","furnished",0,3000,128,46,3174,3476,0,1,1
"3482","São Paulo",105,3,2,2,"2","acept","not furnished",1320,7300,275,93,8988,3482,2,1,0
"3483","São Paulo",48,1,1,2,"5","not acept","furnished",1313,4500,248,58,6119,3483,5,0,1
"3486","São Paulo",520,3,4,8,"0","not acept","not furnished",0,10000,1008,151,11160,3486,0,0,0
"3488","São Paulo",305,3,6,3,"8","acept","furnished",2980,10000,1834,127,14940,3488,8,1,1
"3495","São Paulo",500,5,7,7,"0","acept","not furnished",0,11500,5500,173,17170,3495,0,1,0
"3498","São Paulo",36,1,1,0,"10","acept","furnished",345,1600,30,21,1996,3498,10,1,1
"3506","São Paulo",70,2,2,2,"16","acept","not furnished",1400,3300,84,42,4826,3506,16,1,0
"3511","São Paulo",65,2,2,1,"4","acept","not furnished",600,1540,290,20,2450,3511,4,1,0
"3513","São Paulo",180,3,4,3,"12","acept","furnished",1600,3400,250,44,5294,3513,12,1,1
"3516","São Paulo",180,2,3,2,"13","acept","not furnished",0,12500,0,159,12660,3516,13,1,0
"3518","São Paulo",79,2,1,2,"8","acept","not furnished",705,6250,0,80,7035,3518,8,1,0
"3532","São Paulo",54,1,1,0,"8","acept","not furnished",350,1870,3,24,2247,3532,8,1,0
"3538","São Paulo",310,2,6,3,"11","not acept","not furnished",2300,6000,764,77,9141,3538,11,0,0
"3539","São Paulo",66,1,1,1,"1","acept","furnished",550,2600,50,33,3233,3539,1,1,1
"3546","São Paulo",130,3,2,2,"5","acept","not furnished",1400,5000,584,64,7048,3546,5,1,0
"3553","São Paulo",170,4,4,3,"9","acept","not furnished",1990,8250,594,105,10940,3553,9,1,0
"3576","São Paulo",180,4,2,2,"0","acept","not furnished",0,3500,150,53,3703,3576,0,1,0
"3579","São Paulo",49,2,2,1,"9","acept","not furnished",500,1460,100,19,2079,3579,9,1,0
"3580","São Paulo",110,1,1,1,"0","acept","not furnished",0,1300,250,20,1570,3580,0,1,0
"3584","São Paulo",220,3,2,2,"4","acept","not furnished",3100,6400,700,82,10280,3584,4,1,0
"3593","São Paulo",170,3,3,0,"10","acept","not furnished",1900,7500,529,96,10030,3593,10,1,0
"3600","São Paulo",300,3,5,4,"0","acept","not furnished",0,6500,853,98,7451,3600,0,1,0
"3602","São Paulo",250,4,4,2,"0","not acept","not furnished",0,6600,0,100,6700,3602,0,0,0
"3610","São Paulo",240,4,2,1,"4","acept","furnished",1200,4500,217,58,5975,3610,4,1,1
"3621","São Paulo",73,3,2,2,"1","acept","not furnished",760,2500,283,32,3575,3621,1,1,0
"3657","São Paulo",300,4,3,4,"9","acept","not furnished",4900,6000,1500,77,12480,3657,9,1,0
"3663","São Paulo",20,1,1,0,"6","acept","furnished",602,1800,130,23,2555,3663,6,1,1
"3664","São Paulo",110,2,2,0,"13","acept","not furnished",664,2690,0,35,3389,3664,13,1,0
"3665","São Paulo",247,4,4,4,"3","acept","not furnished",2900,2550,684,33,6167,3665,3,1,0
"3672","São Paulo",75,2,1,0,"1","not acept","not furnished",0,1200,67,16,1283,3672,1,0,0
"3684","São Paulo",35,1,1,0,"1","not acept","not furnished",0,1290,0,17,1307,3684,1,0,0
"3688","São Paulo",40,1,1,1,"10","acept","not furnished",700,2600,25,33,3358,3688,10,1,0
"3691","São Paulo",45,2,1,1,"7","not acept","not furnished",320,1290,0,17,1627,3691,7,0,0
"3719","São Paulo",42,1,1,0,"2","acept","furnished",0,3256,0,42,3298,3719,2,1,1
"3721","São Paulo",220,4,4,3,"4","not acept","furnished",2200,4930,809,63,8002,3721,4,0,1
"3725","São Paulo",55,1,1,0,"1","acept","not furnished",0,1400,0,18,1418,3725,1,1,0
"3738","São Paulo",20,1,1,0,"0","acept","furnished",602,1800,130,23,2555,3738,0,1,1
"3739","São Paulo",68,2,2,1,"7","acept","not furnished",750,1880,189,24,2843,3739,7,1,0
"3747","São Paulo",300,4,4,4,"4","not acept","not furnished",4000,1400,834,18,6252,3747,4,0,0
"3751","São Paulo",134,3,5,2,"7","acept","not furnished",1152,4900,0,63,6115,3751,7,1,0
"3765","São Paulo",480,4,5,2,"0","acept","furnished",0,6000,2308,91,8399,3765,0,1,1
"3768","São Paulo",192,3,4,2,"13","acept","not furnished",1600,8500,0,108,10210,3768,13,1,0
"3774","São Paulo",55,1,1,1,"4","not acept","furnished",812,3200,0,41,4053,3774,4,0,1
"3780","São Paulo",61,1,2,1,"4","acept","furnished",680,2270,25,29,3004,3780,4,1,1
"3790","São Paulo",230,3,4,3,"2","acept","not furnished",3700,12000,157,153,16010,3790,2,1,0
"3791","São Paulo",95,3,2,1,"10","not acept","furnished",1018,4300,380,55,5753,3791,10,0,1
"3818","São Paulo",198,3,4,2,"0","acept","furnished",0,2500,259,38,2797,3818,0,1,1
"3834","São Paulo",165,3,1,3,"0","acept","not furnished",0,3400,384,52,3836,3834,0,1,0
"3841","São Paulo",220,4,4,4,"10","acept","not furnished",2200,5500,832,70,8602,3841,10,1,0
"3844","São Paulo",69,2,2,1,"3","acept","not furnished",810,1400,18,18,2246,3844,3,1,0
"3849","São Paulo",245,3,4,3,"10","acept","not furnished",2900,14000,917,178,18000,3849,10,1,0
"3866","São Paulo",50,1,1,0,"9","not acept","furnished",850,2480,20,32,3382,3866,9,0,1
"3874","São Paulo",113,3,2,2,"0","acept","not furnished",0,2990,22,45,3057,3874,0,1,0
"3908","São Paulo",700,5,7,3,"0","acept","furnished",0,13000,1084,196,14280,3908,0,1,1
"3917","São Paulo",200,3,2,1,"9","acept","not furnished",2100,8500,417,108,11130,3917,9,1,0
"3923","São Paulo",46,1,1,0,"14","not acept","furnished",1200,4300,292,31,5823,3923,14,0,1
"3928","São Paulo",90,2,2,1,"3","acept","not furnished",1000,3000,50,39,4089,3928,3,1,0
"3931","São Paulo",25,1,1,0,"1","not acept","not furnished",0,1000,84,13,1097,3931,1,0,0
"3935","São Paulo",103,3,2,2,"3","acept","not furnished",1224,1600,465,21,3310,3935,3,1,0
"3945","São Paulo",200,4,2,2,"0","acept","furnished",0,6500,500,98,7098,3945,0,1,1
"3947","São Paulo",35,1,1,1,"1","acept","not furnished",0,1020,30,13,1063,3947,1,1,0
"3967","São Paulo",380,4,5,4,"0","acept","furnished",0,10500,815,158,11470,3967,0,1,1
"3968","São Paulo",45,1,1,1,"10","not acept","furnished",1600,1800,177,23,3600,3968,10,0,1
"3985","São Paulo",20,1,1,0,"2","not acept","furnished",0,2060,0,27,2087,3985,2,0,1
"3986","São Paulo",350,3,6,4,"19","acept","not furnished",2200,8500,1035,108,11840,3986,19,1,0
"3997","São Paulo",168,3,4,3,"10","acept","furnished",1900,7300,1000,93,10290,3997,10,1,1
"3999","São Paulo",100,2,4,2,"10","acept","not furnished",1600,5990,417,76,8083,3999,10,1,0
"4002","São Paulo",123,3,3,0,"0","acept","not furnished",0,4000,42,61,4103,4002,0,1,0
"4008","São Paulo",240,3,3,2,"0","acept","furnished",0,4350,385,66,4801,4008,0,1,1
"4010","São Paulo",130,3,4,4,"0","acept","not furnished",1100,3280,490,50,4920,4010,0,1,0
"4024","São Paulo",250,4,3,3,"0","acept","not furnished",0,4350,250,66,4666,4024,0,1,0
"4030","São Paulo",50,1,1,0,"2","not acept","furnished",710,3100,85,12,3907,4030,2,0,1
"4034","São Paulo",90,2,2,1,"0","acept","not furnished",0,1950,125,30,2105,4034,0,1,0
"4037","São Paulo",150,3,2,0,"3","acept","not furnished",715,1700,210,22,2647,4037,3,1,0
"4047","São Paulo",25,1,1,0,"3","acept","furnished",350,1800,0,23,2173,4047,3,1,1
"4057","São Paulo",60,3,1,1,"4","acept","not furnished",500,1480,0,19,1999,4057,4,1,0
"4058","São Paulo",462,4,4,0,"0","acept","furnished",0,10000,2700,151,12850,4058,0,1,1
"4059","São Paulo",70,1,2,2,"3","acept","furnished",1000,4500,292,58,5850,4059,3,1,1
"4066","São Paulo",76,1,1,1,"14","not acept","furnished",1300,5015,185,64,6564,4066,14,0,1
"4076","São Paulo",60,2,1,0,"15","acept","furnished",990,2500,50,32,3572,4076,15,1,1
"4083","São Paulo",325,3,5,0,"3","acept","furnished",4285,5800,2049,74,12210,4083,3,1,1
"4091","São Paulo",320,4,4,6,"8","acept","furnished",5281,15000,3151,191,23620,4091,8,1,1
"4093","São Paulo",140,4,2,1,"8","acept","furnished",1800,2100,486,27,4413,4093,8,1,1
"4102","São Paulo",65,2,1,0,"0","not acept","not furnished",0,1300,34,20,1354,4102,0,0,0
"4118","São Paulo",299,5,4,2,"0","acept","not furnished",800,5600,691,85,7176,4118,0,1,0
"4121","São Paulo",45,1,1,0,"0","not acept","not furnished",0,928,57,14,999,4121,0,0,0
"4125","São Paulo",244,3,6,4,"18","acept","not furnished",2600,15000,1527,191,19320,4125,18,1,0
"4135","São Paulo",190,4,4,3,"11","acept","furnished",2289,7000,860,89,10240,4135,11,1,1
"4148","São Paulo",28,1,1,1,"4","not acept","furnished",537,3076,80,39,3732,4148,4,0,1
"4153","São Paulo",30,1,1,0,"6","not acept","not furnished",253,1250,30,16,1549,4153,6,0,0
"4156","São Paulo",160,3,3,1,"6","acept","not furnished",2000,4500,84,58,6642,4156,6,1,0
"4159","São Paulo",180,3,2,2,"6","acept","not furnished",2192,4000,413,51,6656,4159,6,1,0
"4160","São Paulo",51,2,1,1,"2","acept","not furnished",720,3700,5,47,4472,4160,2,1,0
"4176","São Paulo",85,3,2,2,"0","acept","not furnished",100,2500,75,38,2713,4176,0,1,0
"4192","São Paulo",70,2,1,0,"0","acept","not furnished",100,2000,42,26,2168,4192,0,1,0
"4194","São Paulo",155,1,1,2,"1","not acept","furnished",1952,5500,0,70,7522,4194,1,0,1
"4209","São Paulo",60,1,2,1,"14","not acept","not furnished",3800,3300,500,42,7642,4209,14,0,0
"4211","São Paulo",35,1,1,0,"0","acept","not furnished",0,1100,30,14,1144,4211,0,1,0
"4220","São Paulo",52,2,1,1,"7","acept","not furnished",540,1300,63,17,1920,4220,7,1,0
"4224","São Paulo",50,1,1,1,"13","acept","not furnished",550,2180,200,28,2958,4224,13,1,0
"4228","São Paulo",35,1,1,0,"8","not acept","not furnished",265,1270,17,17,1569,4228,8,0,0
"4230","São Paulo",190,3,4,4,"5","acept","not furnished",3600,11000,1584,140,16320,4230,5,1,0
"4233","São Paulo",215,3,4,4,"25","acept","not furnished",1740,3980,695,51,6466,4233,25,1,0
"4255","São Paulo",140,3,2,3,"13","acept","furnished",1100,8000,167,102,9369,4255,13,1,1
"4261","São Paulo",170,3,3,2,"0","acept","not furnished",0,2750,100,42,2892,4261,0,1,0
"4269","São Paulo",74,1,1,1,"17","not acept","furnished",826,6290,203,80,7399,4269,17,0,1
"4275","São Paulo",137,3,3,1,"9","acept","furnished",1200,5500,303,70,7073,4275,9,1,1
"4285","São Paulo",42,1,1,1,"4","not acept","not furnished",1200,2350,151,30,3731,4285,4,0,0
"4292","São Paulo",62,2,1,1,"1","acept","furnished",220,1590,40,21,1871,4292,1,1,1
"4315","São Paulo",78,1,2,2,"6","acept","not furnished",682,2300,215,30,3227,4315,6,1,0
"4322","São Paulo",102,3,3,0,"7","acept","not furnished",1270,3500,434,45,5249,4322,7,1,0
"4350","São Paulo",113,2,2,1,"6","acept","not furnished",1000,3000,50,39,4089,4350,6,1,0
"4354","São Paulo",524,4,5,3,"0","acept","furnished",0,11050,1167,167,12380,4354,0,1,1
"4360","São Paulo",360,4,4,3,"0","not acept","not furnished",0,8000,750,121,8871,4360,0,0,0
"4362","São Paulo",45,2,1,1,"2","acept","not furnished",280,1650,29,21,1980,4362,2,1,0
"4366","São Paulo",75,2,1,1,"2","acept","not furnished",400,3400,84,44,3928,4366,2,1,0
"4370","São Paulo",133,3,3,2,"19","acept","furnished",2900,14000,898,178,17980,4370,19,1,1
"4377","São Paulo",100,2,1,2,"0","acept","not furnished",0,3200,67,49,3316,4377,0,1,0
"4379","São Paulo",250,3,4,5,"0","acept","not furnished",0,4000,500,61,4561,4379,0,1,0
"4389","São Paulo",35,1,1,0,"6","acept","furnished",420,1660,0,22,2102,4389,6,1,1
"4397","São Paulo",75,3,2,1,"21","acept","not furnished",501,2900,28,37,3466,4397,21,1,0
"4407","São Paulo",160,3,2,2,"1","acept","not furnished",1515,2900,400,37,4852,4407,1,1,0
"4413","São Paulo",100,2,2,1,"0","acept","not furnished",0,4800,321,73,5194,4413,0,1,0
"4415","São Paulo",160,2,3,2,"0","acept","not furnished",1950,14000,413,178,16540,4415,0,1,0
"4416","São Paulo",224,4,5,2,"0","acept","not furnished",0,3800,731,58,4589,4416,0,1,0
"4425","São Paulo",240,3,4,3,"0","acept","not furnished",0,6000,325,91,6416,4425,0,1,0
"4434","São Paulo",104,2,2,2,"8","acept","not furnished",1800,4150,380,53,6383,4434,8,1,0
"4442","São Paulo",281,4,4,8,"0","acept","furnished",0,10000,847,151,11000,4442,0,1,1
"4450","São Paulo",200,4,4,1,"1","not acept","not furnished",3200,3800,834,49,7883,4450,1,0,0
"4456","São Paulo",23,1,1,1,"26","acept","not furnished",472,2300,59,30,2861,4456,26,1,0
"4457","São Paulo",340,4,4,0,"0","acept","not furnished",0,4000,334,61,4395,4457,0,1,0
"4458","São Paulo",342,5,6,5,"0","not acept","not furnished",0,6000,422,91,6513,4458,0,0,0
"4467","São Paulo",140,3,2,2,"0","acept","not furnished",0,3200,225,49,3474,4467,0,1,0
"4473","São Paulo",140,3,3,2,"10","acept","not furnished",2000,5100,167,65,7332,4473,10,1,0
"4478","São Paulo",190,3,3,1,"3","acept","not furnished",2150,6300,459,80,8989,4478,3,1,0
"4480","São Paulo",92,2,1,1,"11","not acept","not furnished",0,6860,0,87,6947,4480,11,0,0
"4505","São Paulo",45,1,1,1,"13","acept","not furnished",606,2500,15,32,3153,4505,13,1,0
"4509","São Paulo",46,2,1,0,"8","not acept","not furnished",2000,1230,34,16,3280,4509,8,0,0
"4513","São Paulo",97,3,2,2,"6","acept","not furnished",1055,1950,325,25,3355,4513,6,1,0
"4531","São Paulo",70,2,2,1,"1","not acept","not furnished",280,1000,138,13,1431,4531,1,0,0
"4535","São Paulo",74,3,2,1,"6","acept","not furnished",995,3000,0,39,4034,4535,6,1,0
"4547","São Paulo",58,2,2,1,"2","acept","not furnished",940,1383,94,16,2433,4547,2,1,0
"4559","São Paulo",289,3,3,2,"6","not acept","not furnished",2850,15000,777,191,18820,4559,6,0,0
"4561","São Paulo",65,3,1,1,"6","acept","furnished",550,1900,20,25,2495,4561,6,1,1
"4564","São Paulo",512,4,6,5,"8","acept","furnished",7774,3500,2817,45,14140,4564,8,1,1
"4581","São Paulo",125,3,3,2,"2","acept","not furnished",2250,3250,500,42,6042,4581,2,1,0
"4583","São Paulo",34,1,1,0,"9","acept","not furnished",310,4600,55,59,5024,4583,9,1,0
"4585","São Paulo",215,4,4,3,"6","acept","not furnished",3800,3400,1084,44,8328,4585,6,1,0
"4588","São Paulo",61,2,1,0,"1","not acept","not furnished",230,1220,25,16,1491,4588,1,0,0
"4605","São Paulo",58,2,2,2,"10","acept","not furnished",770,1450,70,19,2309,4605,10,1,0
"4607","São Paulo",20,1,1,0,"3","acept","furnished",602,1800,130,23,2555,4607,3,1,1
"4615","São Paulo",145,2,2,1,"3","acept","furnished",670,4300,72,55,5097,4615,3,1,1
"4625","São Paulo",160,3,3,2,"1","acept","furnished",1990,12650,360,161,15160,4625,1,1,1
"4668","São Paulo",55,1,1,0,"0","acept","not furnished",0,1650,0,25,1675,4668,0,1,0
"4672","São Paulo",480,4,5,3,"0","acept","not furnished",0,15000,742,226,15970,4672,0,1,0
"4678","São Paulo",400,4,5,3,"3","acept","furnished",4670,6000,1195,77,11940,4678,3,1,1
"4684","São Paulo",151,3,3,3,"1","acept","furnished",1800,3950,750,51,6551,4684,1,1,1
"4711","São Paulo",120,3,4,3,"4","acept","not furnished",1300,4440,289,57,6086,4711,4,1,0
"4714","São Paulo",50,2,1,0,"0","not acept","not furnished",0,900,50,14,964,4714,0,0,0
"4716","São Paulo",220,4,2,2,"3","not acept","not furnished",2560,8000,650,102,11310,4716,3,0,0
"4720","São Paulo",250,5,3,6,"0","acept","not furnished",0,15000,2704,226,17930,4720,0,1,0
"4723","São Paulo",380,4,2,6,"0","acept","not furnished",0,9800,525,148,10470,4723,0,1,0
"4733","São Paulo",190,4,4,3,"17","acept","not furnished",2263,6000,899,77,9239,4733,17,1,0
"4738","São Paulo",142,3,2,1,"14","acept","not furnished",1950,8500,194,108,10750,4738,14,1,0
"4745","São Paulo",36,1,1,0,"6","acept","not furnished",423,2680,47,34,3184,4745,6,1,0
"4749","São Paulo",49,2,1,1,"10","not acept","not furnished",513,1890,0,24,2427,4749,10,0,0
"4752","São Paulo",75,3,2,1,"16","acept","not furnished",670,1539,0,20,2229,4752,16,1,0
"4760","São Paulo",20,1,1,0,"1","not acept","not furnished",0,1000,84,13,1097,4760,1,0,0
"4767","São Paulo",90,2,1,0,"1","acept","not furnished",255,1990,0,26,2271,4767,1,1,0
"4773","São Paulo",237,3,5,3,"8","acept","furnished",2200,5500,917,70,8687,4773,8,1,1
"4787","São Paulo",150,3,4,0,"4","acept","not furnished",1200,5900,475,75,7650,4787,4,1,0
"4789","São Paulo",150,3,3,1,"9","acept","not furnished",1700,13000,305,165,15170,4789,9,1,0
"4797","São Paulo",80,2,2,1,"9","acept","furnished",767,3200,213,41,4221,4797,9,1,1
"4801","São Paulo",70,2,1,0,"12","acept","furnished",715,2100,114,27,2956,4801,12,1,1
"4814","São Paulo",1600,4,5,12,"0","acept","not furnished",1,6900,5000,104,12010,4814,0,1,0
"4819","São Paulo",120,3,2,4,"8","acept","not furnished",1365,4500,398,58,6321,4819,8,1,0
"4828","São Paulo",130,3,1,2,"0","acept","not furnished",0,3800,130,58,3988,4828,0,1,0
"4839","São Paulo",34,1,1,1,"4","not acept","not furnished",475,2200,77,28,2780,4839,4,0,0
"4845","São Paulo",52,1,1,0,"3","not acept","furnished",218,2585,0,10,2813,4845,3,0,1
"4866","São Paulo",98,2,2,0,"21","acept","furnished",1552,9000,375,115,11040,4866,21,1,1
"4885","São Paulo",70,1,1,1,"2","acept","not furnished",300,1200,157,16,1673,4885,2,1,0
"4888","São Paulo",67,2,1,1,"2","acept","furnished",814,1300,91,17,2222,4888,2,1,1
"4889","São Paulo",450,4,5,6,"4","acept","not furnished",6600,9900,2600,126,19230,4889,4,1,0
"4893","São Paulo",33,1,1,1,"11","not acept","furnished",1680,2500,158,32,4370,4893,11,0,1
"4909","São Paulo",20,1,1,0,"3","acept","furnished",602,1800,130,23,2555,4909,3,1,1
"4920","São Paulo",225,4,3,2,"0","acept","furnished",0,4400,290,67,4757,4920,0,1,1
"4927","São Paulo",37,1,1,1,"11","acept","furnished",800,2800,0,36,3636,4927,11,1,1
"4928","São Paulo",34,1,1,1,"2","not acept","not furnished",490,1750,77,23,2340,4928,2,0,0
"4930","São Paulo",72,3,1,1,"2","acept","not furnished",461,1600,0,21,2082,4930,2,1,0
"4933","São Paulo",190,3,3,2,"0","acept","not furnished",0,6800,392,103,7295,4933,0,1,0
"4945","São Paulo",230,4,3,2,"2","acept","not furnished",3200,10000,917,127,14240,4945,2,1,0
"4947","São Paulo",65,2,2,1,"11","acept","furnished",564,1679,0,22,2265,4947,11,1,1
"4952","São Paulo",80,2,2,1,"8","not acept","furnished",1000,4500,250,58,5808,4952,8,0,1
"4961","São Paulo",16,1,1,0,"8","not acept","not furnished",320,2200,0,28,2548,4961,8,0,0
"4969","São Paulo",24,1,1,0,"2","not acept","not furnished",500,1420,0,18,1938,4969,2,0,0
